month,factor,regression_fmp_return,regression_t_stat,regression_r2,n_obs
2011-08-31,roe,-0.0021116508844988865,-0.5509446337189402,0.0007308870746233209,417
2011-09-30,roe,-0.004227179014623906,-0.8695489363097071,0.0018230360557660585,416
2011-10-31,roe,-0.0015479702112796065,-0.4860511116101791,0.0005675759512723255,418
2011-11-30,roe,-0.0037796690488912372,-1.2389607160989877,0.003650168403790288,421
2011-12-31,roe,-0.003015738328724091,-0.6520392857863709,0.0010136617341786058,421
2012-01-31,roe,-0.0009046893902029819,-0.29292149246638544,0.00020473850494195922,421
2012-02-29,roe,-0.0010479886247642856,-0.4249705321716552,0.00042981506817396653,422
2012-03-31,roe,0.007501728205830888,2.3963498689341676,0.013456575786686353,423
2012-04-30,roe,-0.005168285700256881,-1.4512874876323334,0.00496629192426723,424
2012-05-31,roe,-0.004466547864499068,-1.3977413715867828,0.004597397385793678,425
2012-06-30,roe,0.0027706877630150964,0.7882686965187939,0.0014667993296060278,425
2012-07-31,roe,-0.0027193825451114644,-0.9013321398845929,0.0019168849875677019,425
2012-08-31,roe,-0.005724768078999607,-2.2234922828068377,0.01152579096013362,426
2012-09-30,roe,-0.001163788581140575,-0.31738982709232805,0.00023697042545245406,427
2012-10-31,roe,0.001441024875917365,0.5052007165847453,0.0006001754884468191,427
2012-11-30,roe,-0.004225775363402913,-1.7158588419576462,0.00686376400634825,428
2012-12-31,roe,-0.009323296000906423,-2.8361529691448473,0.01853214891622912,428
2013-01-31,roe,-0.004474880466814374,-1.7626658588259292,0.007240597323147302,428
2013-02-28,roe,-0.0041806531545767935,-1.5598266462929617,0.005652584332618504,430
2013-03-31,roe,-0.002921723830517391,-0.7811728756067114,0.001417130893706986,432
2013-04-30,roe,-0.010681968943693405,-1.939277769811102,0.008670212438505742,432
2013-05-31,roe,-0.0008333906668786539,-0.31947527498669887,0.00023730286311929305,432
2013-06-30,roe,0.00030479486735057363,0.09995649648092869,2.318113591404103e-05,433
2013-07-31,roe,-0.00436316281620436,-1.5338253350816562,0.005428881813793418,433
2013-08-31,roe,-0.0031090863370326536,-1.1650444305566865,0.003132123159865441,434
2013-09-30,roe,-0.0029863254242344264,-1.0298342096071684,0.0024433422445570008,435
2013-10-31,roe,0.005855910637621466,2.060728969524665,0.009712148357696293,435
2013-11-30,roe,-0.0033279653190797375,-1.3302029300137155,0.0040604954667931015,436
2013-12-31,roe,-0.013921539681722574,-4.128400694257353,0.037787231223040285,436
2014-01-31,roe,0.0015410366853644134,0.5381088347242401,0.0006667466684275869,436
2014-02-28,roe,0.000980155707559709,0.39241373036961025,0.0003530600196949285,438
2014-03-31,roe,0.005314399648506218,2.070477611294017,0.009714491314082307,439
2014-04-30,roe,0.001019218199588103,0.4169881242942183,0.0003977344121338655,439
2014-05-31,roe,-0.0076784229292698025,-3.1848354445994946,0.022684404761712296,439
2014-06-30,roe,-0.001215220428417368,-0.47114211486432767,0.0005076938149177757,439
2014-07-31,roe,0.004287009208144143,1.964896739231754,0.008737636441425223,440
2014-08-31,roe,-6.643856645497687e-05,-0.02739836584856685,1.7099525458919018e-06,441
2014-09-30,roe,0.0003264853007491805,0.10441010745614837,2.4775455568448734e-05,442
2014-10-31,roe,0.0040593207401267255,1.5413169109125935,0.0053702272669631235,442
2014-11-30,roe,-0.00021435086046903425,-0.09217046217182645,1.930734107602472e-05,442
2014-12-31,roe,0.0005093124923321949,0.14316453595194759,4.6474221802261795e-05,443
2015-01-31,roe,0.0009429579543317211,0.2780478108520779,0.0001752767219361795,443
2015-02-28,roe,2.0667172120085583e-05,0.00880852727704519,1.7554330145053143e-07,444
2015-03-31,roe,-0.0003035048312611951,-0.08414394359237987,1.5946149417134237e-05,446
2015-04-30,roe,-0.0021431637750369092,-0.8303803391426494,0.0015505908252367862,446
2015-05-31,roe,-0.0011451606219135913,-0.4604126284283263,0.000476132265167184,447
2015-06-30,roe,0.0020893943319207535,0.6206290261991266,0.0008648253357355085,447
2015-07-31,roe,0.004255847612657449,1.7220351224842227,0.006619718688575027,447
2015-08-31,roe,0.01077167156208804,3.532615744958183,0.027219052173729663,448
2015-09-30,roe,-0.005025709225033993,-1.3008408846245925,0.0037798001757042288,448
2015-10-31,roe,-0.001356639637693191,-0.46430723119711514,0.0004831324006207005,448
2015-11-30,roe,0.0030369050067019215,0.9894294291630099,0.002190193856301814,448
2015-12-31,roe,0.009695328925246452,2.2936725372660054,0.011632518566378147,449
2016-01-31,roe,0.006011830964164815,1.6209465476022,0.005843654800638531,449
2016-02-29,roe,-0.010938189944530032,-3.78487965909252,0.030985355114612423,450
2016-03-31,roe,-0.010057868504769286,-2.911972257622699,0.018535433612443808,451
2016-04-30,roe,-0.0010038477243407866,-0.35883577174337344,0.0002860583940310635,452
2016-05-31,roe,0.006542584495713776,2.0894988263190633,0.009587903563154976,453
2016-06-30,roe,-0.004719076004014197,-1.5615925997879923,0.005366118989292734,454
2016-07-31,roe,0.0010570339053953511,0.3484850558728941,0.00026860445652421294,454
2016-08-31,roe,-0.005991416738847572,-2.364942190271574,0.012195895170783455,455
2016-09-30,roe,0.0009734609840660853,0.3404526034682611,0.0002552387467005257,456
2016-10-31,roe,-0.0008703271889000107,-0.2000074593723057,8.810453603580459e-05,456
2016-11-30,roe,0.005360878151989195,2.305004227137261,0.01156737120987561,456
2016-12-31,roe,-0.008566011883626377,-2.92289991957093,0.018430517990431383,457
2017-01-31,roe,0.009402746239564224,3.5183665824688073,0.02648579839259524,457
2017-02-28,roe,-0.0025561094777438427,-1.0776781597362741,0.002540438105291365,458
2017-03-31,roe,-0.00211197320054111,-0.9317298877987625,0.0019001557445247341,458
2017-04-30,roe,-0.0009848896825653142,-0.31701027801911075,0.00021985431509141673,459
2017-05-31,roe,0.0008456834169830056,0.33222211850656214,0.0002409278263115766,460
2017-06-30,roe,-0.0028629810592149313,-1.0947881036147762,0.002610114868887403,460
2017-07-31,roe,0.0014410851645466044,0.5595367319223137,0.0006831167756442547,460
2017-08-31,roe,0.007269917804902579,2.5589268091639608,0.014095647628823094,460
2017-09-30,roe,-0.002980465287149855,-1.0470143632577211,0.002387819771889621,460
2017-10-31,roe,0.004585160066903798,1.584413599392075,0.005451270235823591,460
2017-11-30,roe,0.0044750507509132235,1.781929227987973,0.006885173529245114,460
2017-12-31,roe,-0.000977695812468412,-0.29476866824406917,0.00018967704587680156,460
2018-01-31,roe,-0.0004112416171165298,-0.14090044766272372,4.334514328196981e-05,460
2018-02-28,roe,-0.002208971243428484,-0.8585054103271124,0.0015996794030167516,462
2018-03-31,roe,-0.0032602456418126383,-1.111056615531726,0.0026648424171312746,464
2018-04-30,roe,0.0007373095503796899,0.19809976024068024,8.493545853138773e-05,464
2018-05-31,roe,-0.001430087701337824,-0.4980304199628692,0.0005365827019351288,464
2018-06-30,roe,0.0009134949499715874,0.3301924517750738,0.00023593361918095024,464
2018-07-31,roe,-0.001728813430480623,-0.4411921581221495,0.0004202348195727623,465
2018-08-31,roe,0.000683973183462353,0.28296626685776416,0.00017290726460172934,465
2018-09-30,roe,0.0004525113008507228,0.11829242039837279,3.0221757727377785e-05,465
2018-10-31,roe,0.004064556967326952,1.1728055035347134,0.002961984062117673,465
2018-11-30,roe,0.0012781598359190617,0.4917559533883393,0.0005220252257186475,465
2018-12-31,roe,-0.0060128384099515115,-1.7299828185222779,0.006408750397205676,466
2019-01-31,roe,0.00015189900258156695,0.0514176348532576,5.697754548172895e-06,466
2019-02-28,roe,0.001331033291771409,0.5106245308730633,0.0005616184840077088,466
2019-03-31,roe,0.002655064239084667,0.8244264971860144,0.0014595419981605628,467
2019-04-30,roe,-0.0034137211067536742,-0.9211087688917552,0.0018212819638182554,467
2019-05-31,roe,-0.0002760882828255894,-0.09263705880536421,1.8415164446450305e-05,468
2019-06-30,roe,0.0008126509087457744,0.30710876580176283,0.00020235345258745596,468
2019-07-31,roe,-0.0008516900211097991,-0.2196874015977124,0.00010311448259059386,470
2019-08-31,roe,-0.00046060787380334693,-0.1214279117729872,3.1437684897772655e-05,471
2019-09-30,roe,0.005487203885348623,1.7125695129283216,0.006214642742236376,471
2019-10-31,roe,-0.0008184983385338027,-0.2528412383511947,0.0001362899338460677,471
2019-11-30,roe,0.002568233963637705,1.0005655756398757,0.0021210361679329104,473
2019-12-31,roe,-0.0039527039791440784,-1.0587091195683724,0.0023741060456152763,473
2020-01-31,roe,-0.0042735594121683426,-1.3835277448256338,0.004047561327285343,473
2020-02-29,roe,0.006230425874251636,0.9139977570570675,0.0017705155531921868,473
2020-03-31,roe,-0.000579017483737361,-0.09690546519577362,1.9937329002073234e-05,473
2020-04-30,roe,0.0011758226008199324,0.32218543268517386,0.00021940946633081104,475
2020-05-31,roe,-0.0023505724505801266,-0.6507623407199968,0.000892644718434088,476
2020-06-30,roe,-0.0007691738243547805,-0.19915438365951735,8.366909284396318e-05,476
2020-07-31,roe,-0.0007991484963694837,-0.1971171970495081,8.196625434209182e-05,476
2020-08-31,roe,0.008798100717441557,3.1065058750851104,0.0198710413378832,478
2020-09-30,roe,-0.0009499582180992242,-0.27191280443292204,0.0001553048119934397,478
2020-10-31,roe,-0.024853958551550523,-4.190757800983575,0.03558303698513787,478
2020-11-30,roe,-0.0024012382418795715,-0.8185790201105934,0.001402791700772732,479
2020-12-31,roe,0.0007214022292283877,0.20768939924753613,9.04213548110766e-05,479
2021-01-31,roe,-0.018961709479060476,-3.8964307567769656,0.030846652898559257,479
2021-02-28,roe,0.004035595259289118,1.214912628245945,0.003071979985004525,481
2021-03-31,roe,0.0012462404498998641,0.4691159833964346,0.000459224935982272,481
2021-04-30,roe,-0.0052348106544105166,-2.0057993429456804,0.008329270200518879,481
2021-05-31,roe,0.0061960611293843575,1.9992706290063795,0.008275584239108569,481
2021-06-30,roe,0.006026657580798017,1.9190551173797146,0.0076297990171361185,481
2021-07-31,roe,-0.0013586749567065233,-0.5157863208334642,0.0005550894681392027,481
2021-08-31,roe,-0.005579907329698081,-1.9841199574633754,0.008134807187066051,482
2021-09-30,roe,0.005004097195726501,1.4658092995386718,0.004447072632288385,483
2021-10-31,roe,0.006921683447342554,1.96507970194639,0.007964208192422273,483
2021-11-30,roe,0.003973130048118327,1.2563071056894655,0.003257074283423589,485
2021-12-31,roe,-0.002028263648149053,-0.47216000534166275,0.00046039758652016705,486
2022-01-31,roe,-0.003386742307620112,-0.8966315273568326,0.0016582952738066759,486
2022-02-28,roe,-0.002410700299349682,-0.650904451081861,0.0008710032525467426,488
2022-03-31,roe,0.006644601413171013,1.7495522260339025,0.006258796777931508,488
2022-04-30,roe,0.004080461621836513,1.0250857345610347,0.002157476718145035,488
2022-05-31,roe,0.005149936595337469,1.4420557449369957,0.004260626938774381,488
2022-06-30,roe,-0.0019503225476716415,-0.5143576001248381,0.0005440736597602802,488
2022-07-31,roe,-0.008773794699785977,-2.7959939699144956,0.015830911171099027,488
2022-08-31,roe,0.0005293436723621012,0.18126017253600837,6.759882545559481e-05,488
2022-09-30,roe,-0.0044509927954679415,-0.9698778248798902,0.001931781563297097,488
2022-10-31,roe,0.00972292217655631,2.563399993628954,0.013340247937530747,488
2022-11-30,roe,0.006189562541120786,2.3181068711261616,0.010913703036711686,489
2022-12-31,roe,-0.0030215754844051647,-0.6768790044334435,0.0009418388248596532,488
2023-01-31,roe,-0.002979237321735008,-1.044892756701061,0.002236876077519878,489
2023-02-28,roe,0.0020453451130837083,0.5617638073206801,0.0006475856489919218,489
2023-03-31,roe,0.0008598002829369966,0.3031078520222297,0.0001886181535595277,489
2023-04-30,roe,-0.012482488817117728,-2.3272604943856416,0.010976822511855389,490
2023-05-31,roe,0.0064430229708505845,1.6280598431044742,0.005402172069025268,490
2023-06-30,roe,0.012480239080852676,3.681271796337782,0.027019667887182797,490
2023-07-31,roe,0.00874599002934571,2.50612789068445,0.012706701468748083,490
2023-08-31,roe,-0.0006462717799773237,-0.27099310231483104,0.00015046354891667946,490
2023-09-30,roe,0.0003973329293756113,0.12298589071045798,3.099397646222357e-05,490
2023-10-31,roe,0.0012288486156389019,0.29632606224670094,0.00017990438098069994,490
2023-11-30,roe,-0.0006353311541595747,-0.1714538572091415,6.02349476636066e-05,490
2023-12-31,roe,0.005909638229159462,1.6796773927592115,0.005748153250377475,490
2024-01-31,roe,-0.0015552255983894202,-0.3443002943488758,0.00024285636033150038,490
2024-02-29,roe,-0.0009141692103271201,-0.31524606941854955,0.0002036062497491331,490
2024-03-31,roe,0.001969945652646401,0.6686656729049841,0.0009135078531090635,491
2024-04-30,roe,-0.004580719630345586,-1.2668960534254161,0.0032715229693962566,491
2024-05-31,roe,0.006381204674891044,2.128955461790477,0.009183694700953038,491
2024-06-30,roe,-0.0036457280431826653,-0.958235929351771,0.0018742232195754216,491
2024-07-31,roe,-0.0017769014612908434,-0.5473965421724778,0.0006123915655464884,491
2024-08-31,roe,0.0023103291390677958,0.7737901932067517,0.0012204500349043412,492
2024-09-30,roe,0.003187273380415313,0.8711659851266751,0.0015464419024899811,492
2024-10-31,roe,0.0053809739955933385,1.1824288338139726,0.0028452243487849804,492
2024-11-30,roe,0.003922139447987401,1.3453727470967554,0.003680339411992639,492
2024-12-31,roe,0.0018731200265407473,0.5755163678156219,0.0006755007161047821,492
2025-01-31,roe,-0.0035216758668238086,-0.8667023474440777,0.0015306595286073144,492
2025-02-28,roe,-0.006079978360087496,-1.8175522369523625,0.006656201618128965,495
2025-03-31,roe,0.003958889516048088,1.1168087077339068,0.0025184625663853266,496
2025-04-30,roe,0.001019424548504406,0.24930503079116595,0.00012579995856909498,496
2025-05-31,roe,-0.005384428689569608,-1.5200690832140742,0.004646210982027665,497
2025-06-30,roe,-0.0029432821300926218,-0.7053120922302418,0.0010039711248533978,497
2025-07-31,roe,-0.005135739403326369,-1.3460517732708328,0.0036469648554441347,497
2025-08-31,roe,-0.0011233914549446335,-0.23251500896185104,0.00010898656698943299,498
2025-09-30,roe,-0.005348579183590104,-1.1945222139743878,0.002868528757745903,498
2025-10-31,roe,-0.007254799237803093,-1.930524943787851,0.007457926240342805,498
2025-11-30,roe,0.0033419240561701397,1.0636640401336097,0.0022758192966303437,498
2025-12-31,roe,-0.00843797164817786,-1.5948958097384234,0.005102246165087809,498
2026-01-31,roe,-0.008298351368579504,-1.6361940688356913,0.0053684656149336485,498
2026-02-28,roe,-0.0031548250585669104,-0.8333819075418636,0.0013954853195433659,499
2026-03-31,roe,-0.009680988076770381,-1.5648081521268167,0.004902655513675969,499
2026-04-30,roe,0.0006132902555094113,0.09584714627934245,1.848391477687894e-05,499
2006-06-30,pe,0.005631237478880222,1.2654027412650677,0.004415991736559488,363
2006-07-31,pe,-0.0069105158875242476,-1.872903358409484,0.009703158023819491,360
2006-08-31,pe,-0.0009413382213708139,-0.3146482477321662,0.0002764696880690476,360
2006-09-30,pe,-0.002351062734196467,-0.7136554257911272,0.0014127348753992797,362
2006-10-31,pe,-0.004170769099986974,-1.3939703290268421,0.005324536878557828,365
2006-11-30,pe,0.003589357572579397,1.3128946864070623,0.004726022721422862,365
2006-12-31,pe,-0.008303530033814385,-2.505676417505789,0.016910259436777486,367
2007-01-31,pe,-0.006058884535028481,-1.870075223861403,0.009490388312213494,367
2007-02-28,pe,0.002065583179277106,0.7497857600512137,0.0015336516385590082,368
2007-03-31,pe,0.0016047211983597944,0.5080188535019666,0.000700821427467635,370
2007-04-30,pe,-0.011139650479982006,-3.680124491265014,0.035311047531413564,372
2007-05-31,pe,-0.006988637953418034,-2.1369077100010285,0.012223730164223845,371
2007-06-30,pe,-0.0034366980905369948,-0.9095581852402124,0.0022249471758307715,373
2007-07-31,pe,0.0001122666223752567,0.0320517991138677,2.7615994342422567e-06,374
2007-08-31,pe,-0.012292636386348949,-3.3953936111984206,0.03005954402330402,374
2007-09-30,pe,0.0030338733649924216,0.6402133203292258,0.0010889010220592743,378
2007-10-31,pe,0.009229770020469812,2.2402009456808956,0.01317127717782951,378
2007-11-30,pe,0.0002002499935075723,0.04857754921581511,6.25931967412896e-06,379
2007-12-31,pe,0.02499969995437771,5.315166988828332,0.07040730144159824,375
2008-01-31,pe,-7.327456234333793e-05,-0.017112984389147677,7.851313799100978e-07,375
2008-02-29,pe,-0.003578524425200285,-0.8940395653339448,0.0021440671426207203,374
2008-03-31,pe,-0.0019515239549193002,-0.44571814433222096,0.0005351976801066805,373
2008-04-30,pe,-0.0018746665786463096,-0.4933016458011573,0.0006519781692642113,375
2008-05-31,pe,0.00031211066572152076,0.07146170274992387,1.3690898240104055e-05,375
2008-06-30,pe,0.004510286225397258,0.7720971773677401,0.0016042525652781858,373
2008-07-31,pe,0.006062449687998032,1.6165282263140035,0.006957060508942514,375
2008-08-31,pe,0.010603563502474864,1.850140132262099,0.0090935419480066,375
2008-09-30,pe,0.006440380359437142,0.9849905615245977,0.002629497963378191,370
2008-10-31,pe,-0.004208118065717942,-0.644633154136375,0.001127943435788481,370
2008-11-30,pe,0.008533267449689118,1.2597059620236428,0.0043885972921156036,362
2008-12-31,pe,0.009298125017089596,1.4453315447722441,0.006197127102827049,337
2009-01-31,pe,-0.005259585645310973,-0.852920637387561,0.002186394786642065,334
2009-02-28,pe,0.0067923480152565245,1.1739982635241732,0.004171799539771093,331
2009-03-31,pe,0.005922519654766315,0.60375081194654,0.0011237821217213728,326
2009-04-30,pe,0.015785153895636603,2.89852200470292,0.02527495088244691,326
2009-05-31,pe,0.006217987562570092,1.4581393351567389,0.006519471646940556,326
2009-06-30,pe,-0.007825308746502203,-1.677824401191721,0.008747553385191176,321
2009-07-31,pe,-0.00948809296570087,-2.267437135430025,0.015910289467579997,320
2009-08-31,pe,-0.007231764250635821,-1.7890012279266923,0.010058202731013877,317
2009-09-30,pe,0.00031720226803782364,0.08103984853798442,2.1116779316820988e-05,313
2009-10-31,pe,-0.0030071563512529117,-0.9033608825663033,0.0026425467697971383,310
2009-11-30,pe,0.002563338343317713,0.8322192189034001,0.002222025332445865,313
2009-12-31,pe,0.012976752561903218,3.614757378100645,0.037432615251613566,338
2010-01-31,pe,-0.004517057127663579,-1.512160644272616,0.006700027526224894,341
2010-02-28,pe,-0.0066679286047300725,-2.045395233601253,0.012120046133992757,343
2010-03-31,pe,-0.016837553302166713,-4.359463943492546,0.05122553515916051,354
2010-04-30,pe,0.001315946540234601,0.41350131981932814,0.0004800597170724341,358
2010-05-31,pe,0.007061551389025525,2.432970117031295,0.01617663480778908,362
2010-06-30,pe,-0.007800466537617454,-2.199358379822813,0.013079207770388068,367
2010-07-31,pe,0.0038298290821307444,1.0117846112639552,0.002759144704887029,372
2010-08-31,pe,-0.0013870860918817804,-0.3869883084458262,0.0004035027555819859,373
2010-09-30,pe,-0.007319247002047667,-2.1220702009378662,0.01186599257143428,377
2010-10-31,pe,-0.0035192244581055045,-1.0760539425081177,0.003078207613197659,377
2010-11-30,pe,0.0024186333306502957,0.6809006124674689,0.0012348084138998905,377
2010-12-31,pe,-0.0011277299596290943,-0.31401579281213776,0.0002580640614966434,384
2011-01-31,pe,0.0017025248002261115,0.5626343118194589,0.0008258379732132282,385
2011-02-28,pe,0.0010403358146314024,0.3711200845542678,0.0003594793890893122,385
2011-03-31,pe,-0.0011214734852388517,-0.40298673537993474,0.0004162325985179738,392
2011-04-30,pe,0.001176717086698311,0.44086174483760077,0.000496835073284907,393
2011-05-31,pe,0.0011381520704122703,0.4804653990859296,0.0005885488137523653,394
2011-06-30,pe,-0.004227238539972795,-1.3536417066899096,0.004594275988556107,399
2011-07-31,pe,0.003228787004431779,0.8432445752072629,0.0017878844281801198,399
2011-08-31,pe,0.005829231346990652,1.497787848247563,0.005619049972283796,399
2011-09-30,pe,0.006046242942615411,1.267988749517881,0.004064114730091051,396
2011-10-31,pe,-0.001123395169462932,-0.3688825919708203,0.00034350410241434925,398
2011-11-30,pe,-0.004771913460854795,-1.574776243329656,0.006207872013219262,399
2011-12-31,pe,-0.010007000355533603,-2.214668902495049,0.012203782726641799,399
2012-01-31,pe,-0.0012766286436320278,-0.42329537842995335,0.0004534119886169252,397
2012-02-29,pe,-0.004489850718834338,-1.7751299437784764,0.007894470102466467,398
2012-03-31,pe,0.0004944641323235673,0.16490072045336926,6.814635226459753e-05,401
2012-04-30,pe,0.002371740132172469,0.6591041044306628,0.0010848673358500038,402
2012-05-31,pe,7.44628891446992e-06,0.0023692196457845345,1.3998008863147504e-08,403
2012-06-30,pe,0.006103650852587972,1.8093658746946664,0.008138250189021479,401
2012-07-31,pe,0.001336639423447139,0.4625618117314056,0.0005373077021947337,400
2012-08-31,pe,-0.002239129287426677,-0.8578423686565447,0.0018455663044238957,400
2012-09-30,pe,0.005717496664580508,1.5212656205399133,0.005781080972030783,400
2012-10-31,pe,-0.005503860199273419,-1.8854246224542446,0.008830662998672745,401
2012-11-30,pe,-0.0012179612432414177,-0.4966386429874059,0.0006177883815542407,401
2012-12-31,pe,-0.01136424657784679,-3.4909023749024723,0.03030037666502272,392
2013-01-31,pe,-0.0014722059472898365,-0.5913532951380228,0.0008912934578815257,394
2013-02-28,pe,0.0068554747899929,2.777715644457603,0.0192548086350649,395
2013-03-31,pe,-0.006043079518798254,-1.6965408555184107,0.007215863156572966,398
2013-04-30,pe,0.01185574178711277,3.711944980782635,0.033706602334547475,397
2013-05-31,pe,-0.0015317633210718768,-0.6170102781422886,0.0009604445466607769,398
2013-06-30,pe,-0.002090252565506309,-0.6764714263645376,0.0011455873542483008,401
2013-07-31,pe,-0.005469842449223149,-2.303773947430252,0.013127077903843043,401
2013-08-31,pe,-0.00560651570757464,-2.1503153840928366,0.011427542344901287,402
2013-09-30,pe,-0.003330080172982306,-1.2053380185170728,0.0035569338673505646,409
2013-10-31,pe,0.006121575372130773,2.2952791795941776,0.012686512381659076,412
2013-11-30,pe,0.0012773171429280596,0.5120859275750264,0.0006376272286102713,413
2013-12-31,pe,0.0007246902890585348,0.23778257031083888,0.0001355704688602577,419
2014-01-31,pe,-0.0010100748393356838,-0.3730789175619529,0.0003336725073398439,419
2014-02-28,pe,0.012340782804068761,5.1095848793462055,0.058787200429250785,420
2014-03-31,pe,0.009673303109398408,3.9369215080626008,0.03567174709554355,421
2014-04-30,pe,-0.007669394469046307,-3.1999349901409397,0.0238551716202684,421
2014-05-31,pe,-0.0023788959487192167,-1.022462730740909,0.002488849921935987,421
2014-06-30,pe,-0.0018231013967535575,-0.7079145405132515,0.0011777712114724448,427
2014-07-31,pe,-0.0006845861189768462,-0.29686794698931407,0.00020683650077280014,428
2014-08-31,pe,0.0030657199029482923,1.3260099005273756,0.004120136027817911,427
2014-09-30,pe,0.002657906263889867,0.8834202511330407,0.0018286483699859746,428
2014-10-31,pe,0.000990583140802539,0.3805490212867511,0.00033903620423247904,429
